timestamp,fps,status,confidence,face_present,avg_ear,eyes_closed_time,gaze_direction,gaze_away_time,yaw,pitch,roll
2025-11-25T11:58:47.776327Z,1.2,distracted,0.6,True,0.312,0.0,right,105.41,28.5,165.33,-2.59
2025-11-25T11:58:48.597381Z,1.2,distracted,0.6,True,0.308,0.0,right,106.24,27.06,165.08,-2.0
2025-11-25T11:58:49.435908Z,1.2,distracted,0.6,True,0.318,0.0,right,107.08,27.96,165.5,-2.3
2025-11-25T11:58:50.266835Z,1.2,distracted,0.6,True,0.287,0.0,right,107.91,26.94,166.78,-2.0
2025-11-25T11:58:51.093291Z,1.2,distracted,0.6,True,0.279,0.0,right,108.73,29.11,167.5,-2.65
2025-11-25T11:58:51.917946Z,1.2,distracted,0.6,True,0.305,0.0,right,109.56,29.59,167.77,-1.93
2025-11-25T11:58:52.751839Z,1.2,distracted,0.6,True,0.271,0.0,right,110.39,25.12,166.22,-1.32
2025-11-25T11:58:53.575815Z,1.2,distracted,0.6,True,0.226,0.0,right,111.22,24.07,164.43,-1.37
2025-11-25T11:58:54.403525Z,1.2,distracted,0.6,True,0.218,0.0,right,112.04,23.2,165.44,-1.81
2025-11-25T11:58:55.223267Z,1.2,distracted,0.6,True,0.226,0.0,right,112.86,25.97,166.25,-2.09
2025-11-25T11:58:56.048062Z,1.2,distracted,0.6,True,0.217,0.0,right,113.69,23.4,164.13,-1.97
2025-11-25T11:58:56.872711Z,1.2,distracted,0.6,True,0.224,0.0,right,114.51,26.53,166.13,-2.21
2025-11-25T11:58:57.698875Z,1.2,distracted,0.6,True,0.301,0.0,right,115.34,29.2,167.8,-2.41
2025-11-25T11:58:58.527478Z,1.2,distracted,0.6,True,0.37,0.0,right,116.16,29.29,167.66,-1.95
2025-11-25T11:58:59.358083Z,1.2,distracted,0.6,True,0.407,0.0,right,117.0,28.1,167.08,-2.41
2025-11-25T11:59:00.183464Z,1.2,distracted,0.6,True,0.421,0.0,right,117.82,26.79,167.27,-1.14
2025-11-25T11:59:01.009992Z,1.2,distracted,0.6,True,0.421,0.0,right,118.65,26.83,167.03,-1.77
